,quantity
костях,1
ломоте,1
скотине,1
концом,1
выплакала,1
озабоченное,1
тлеет,1
розги,1
узнают,1
развевает,1
записку,1
краюху,1
котомке,1
рассеяны,1
пропасти,1
дне,1
затаенная,1
долине,1
долину,1
залитую,1
ведут,1
дорог,1
развилки,1
стоим,1
горсть,1
кидают,1
войне,1
придуманной,1
пал,1
придуманный,1
вихры,1
расчесывает,1
гребнем,1
лбу,1
прикасается,1
заря,1
молчу,1
другого,1
доказать,1
рубахе,1
полосатой,1
умалишенный,1
историю,1
получите,1
зари,1
полоску,1
алую,1
встаю,1
лестнице,1
кличет,1
домике,1
милому,1
придуманному,1
напевала,1
варежки,1
вязала,1
кушанья,1
варила,1
придуманном,1
будь,1
неуловимый,1
нахлынувший,1
продавщице,1
прекрасной,1
каменный,1
подарил,1
сорвал,1
бледную,1
желтизну,1
развеваемые,1
оглядываются,1
углы,1
чернеющие,1
лампа,1
одни,1
остаемся,1
вечерам,1
случится,1
чуда,1
ожиданием,1
стенами,1
смятения,1
ведает,1
всякий,1
крепости,1
неприступные,1
солнышке,1
греться,1
исчезли,1
призраки,1
делали,1
трепетала,1
царь,1
покачивался,1
величественно,1
туче,1
слоне,1
белом,1
птаха,1
шумный,1
надменным,1
мастерских,1
копошащийся,1
люд,1
жалкий,1
презирал,1
дворца,1
кирпичом,1
выдали,1
спохватившись,1
каждым,1
мечте,1
осторожно,1
кружит,1
елями,1
орешником,1
перезвон,1
ландышей,1
доставляет,1
сильна,1
полотна,1
исходит,1
развеваемыми,1
зашелестела,1
полотне,1
беспокойство,1
пришло,1
удаляюсь,1
мазком,1
низкого,1
рябиной,1
биби,1
боли,1
затаенной,1
забываясь,1
грустную,1
слушая,1
углубленно,1
отделиться,1
жажду,1
отставая,1
уместилось,1
пятам,1
троллейбусах,1
езжу,1
переходы,1
спускаюсь,1
солнышко,1
лесом,1
угасающих,1
ветви,1
образцы,1
буханка,1
упавший,1
солнцеворота,1
зимним,1
вопросов,1
завьженная,1
покоя,1
самолеты,1
зубы,1
дробят,1
кулаками,1
тяжелые,1
ездят,1
махонькое,1
лгали,1
солжем,1
простите,1
отвечать,1
зашло,1
бумага,1
ивовые,1
первоначальной,1
сулит,1
монет,1
звонких,1
королевском,1
желтой,1
увлеклась,1
погиб,1
чибис,1
зябли,1
чайки,1
выпал,1
насовсем,1
бесповоротно,1
преобразить,1
разом,1
улыбается,1
белизны,1
спрашиваете,1
быстрее,1
вырастает,1
завьюженных,1
метла,1
оледеневшая,1
залита,1
лунным,1
субботняя,1
баня,1
старая,1
очках,1
взглянуть,1
пыльцы,1
золотились,1
рыжая,1
дремала,1
горохом,1
наполненный,1
мешок,1
заречья,1
крыльца,1
приводят,1
садика,1
огненной,1
камеры,1
газовые,1
идущие,1
варшавы,1
студеном,1
лодчонках,1
утлых,1
голов,1
невиданно,1
вырастали,1
спине,1
платке,1
люльке,1
множество,1
здания,1
разросся,1
снегопад,1
побывал,1
каждом,1
ванильным,1
посиневшие,1
птиц,1
трубами,1
бескрайнем,1
синем,1
темно,1
ночном,1
холодном,1
птицах,1
думы,1
детские,1
прекрасные,1
ним,1
ласково,1
таинственной,1
мальчугана,1
вихрастого,1
пальцы,1
беспечные,1
харалаские,1
люльку,1
каменистые,1
залитые,1
шпиль,1
возьмите,1
скрипят,1
качели,1
пахнет,1
мрачную,1
жизнеописания,1
сырую,1
положили,1
рванулась,1
ударил,1
ногой,1
солдат,1
ждали,1
крендельком,1
галактики,1
львиного,1
краем,1
спину,1
прохлаждающийся,1
расквасивший,1
брови,1
стену,1
лбом,1
бившийся,1
снежинок,1
идущих,1
говори,1
тишина,1
мха,1
меда,1
обитель,1
удивительную,1
позеленевшей,1
зева,1
почесывающий,1
восседающий,1
верхотуре,1
весной,1
озябнув,1
тоскуешь,1
странную,1
вспоминаешь,1
бегущие,1
искать,1
растаяла,1
превратилась,1
важный,1
прекрасный,1
едят,1
принцессы,1
принцесса,1
давным,1
жирный,1
отвратительный,1
властителю,1
вселенной,1
всемогущему,1
прилавков,1
жалость,1
щемящая,1
гастроном,1
прибоя,1
гул,1
шелест,1
куст,1
пламенем,1
остатка,1
разгореться,1
вспыхнуть,1
холоде,1
леденящем,1
лепет,1
шелестящий,1
бесконечный,1
торопишься,1
выглядел,1
толкотни,1
сыну,1
застыли,1
мария,1
монахиня,1
караваева,1
кузьмина,1
поэтесса,1
будущая,1
пиленко,1
елизавета,1
гимназистка,1
гостьи,1
приходили,1
александру,1
час,1
глубокой,1
добродушной,1
остатки,1
рта,1
никуда,1
осенний,1
художника,1
невидимого,1
добротность,1
молчаливая,1
воочию,1
скуп,1
мошну,1
гигантскую,1
чью,1
гроши,1
вытягиваются,1
насоса,1
сверхмощного,1
получается,1
невозможным,1
осторожным,1
опушке,1
белеет,1
статуя,1
превращалась,1
доброту,1
ослепительно,1
обедать,1
мазки,1
желтые,1
кроне,1
прозрачной,1
веет,1
витают,1
голодных,1
садятся,1
синие,1
бродскому,1
иосифу,1
несешь,1
извне,1
лезет,1
нечисти,1
летом,1
актриса,1
посвятил,1
знаменитейшие,1
переливах,1
живого,1
отнимающий,1
называющий,1
сочинитель,1
признается,1
ядов,1
литературных,1
накопилось,1
нужен,1
наставительности,1
лишен,1
тон,1
навязчивым,1
прячет,1
голосе,1
замечу,1
собеседницей,1
везде,1
правдив,1
отношению,1
иерархии,1
знаменитым,1
полвека,1
суть,1
прорваться,1
литературности,1
завесы,1
ценностей,1
естественности,1
важнейшей,1
возвратиться,1
искусственностью,1
фальшью,1
порвать,1
главной,1
решение,1
гранью,1
подслушал,1
нюансах,1
классические,1
отчетливо,1
книжных,1
заимствованной,1
лабиринтах,1
заблудившейся,1
влюбленной,1
пятнадцатилетней,1
обращенном,1
стиху,1
свободному,1
проявились,1
интересует,1
гениальные,1
блоковски,1
экспериментальные,1
этапам,1
относятся,1
несхожие,1
трагедий,1
размышлений,1
настоящую,1
началах,1
благородного,1
мудрого,1
нерифмованные,1
рифмованные,1
простого,1
влюбились,1
смею,1
концах,1
отталкивающейся,1
размышляйте,1
печальном,1
говорите,1
добивается,1
напевности,1
метра,1
отказываясь,1
оторвался,1
вишен,1
наклоняются,1
машинистка,1
золотыми,1
листопад,1
лужи,1
землятрясение,1
гром,1
краской,1
черной,1
ресницы,1
дышим,1
черт,1
копотью,1
черте,1
загрустить,1
начальник,1
перестать,1
молодость,1
вспомнив,1
рыбками,1
черным,1
углем,1
неисчерпаемые,1
нечем,1
спать,1
прочитав,1
невест,1
добывать,1
рубашкой,1
мускулы,1
руками,1
аукнутся,1
ощупывают,1
проще,1
бутылка,1
серые,1
заглядывает,1
движется,1
история,1
забыться,1
опасно,1
умирает,1
учреждения,1
маячит,1
покамест,1
избранника,1
облик,1
рушится,1
тянуть,1
далекого,1
умную,1
лампу,1
настольную,1
зимние,1
краски,1
густые,1
сладки,1
остры,1
топоры,1
крепки,1
звуках,1
губы,1
медлю,1
рукавицей,1
солидного,1
безразличны,1
морозы,1
входящим,1
вручаем,1
крохотную,1
растапливаем,1
трем,1
скажешь,1
стеклами,1
оледеневшими,1
дорожки,1
затоптаны,1
уносит,1
беды,1
тропой,1
делаю,1
предпраздничное,1
ветки,1
волю,1
старуха,1
полчаса,1
просвистел,1
хулигана,1
рогатки,1
пущенный,1
подставив,1
ласке,1
мурлычут,1
стола,1
угрюмого,1
лампы,1
смешной,1
старинной,1
завитков,1
милых,1
шеи,1
соседка,1
шушукалась,1
шпаной,1
попытке,1
ромашки,1
лекарственной,1
думал,1
врезались,1
туже,1
веревки,1
освободиться,1
гулливера,1
осколок,1
опутали,1
хунвэйбин,1
грядущий,1
затаился,1
пристально,1
заглядываешь,1
пролетел,1
певучести,1
обретаешь,1
настроение,1
улыбнулась,1
лень,1
корежат,1
доходнее,1
намного,1
унитазами,1
торгуют,1
взяли,1
книжку,1
лапками,1
подбитые,1
заграничное,1
выбросили,1
туда,1
возбужденно,1
снует,1
добычи,1
гений,1
прошу,1
прими,1
болячки,1
похожие,1
лукаво,1
свитерком,1
спрятала,1
поезда,1
застыть,1
медом,1
свежим,1
пахучие,1
вылечи,1
сарай,1
переношу,1
гамлета,1
рапира,1
палка,1
крапивой,1
сражаюсь,1
критик,1
